post_url,creator,set_id,va,type,views,likes,comments,shares,bookmarks,engagement,engagement_rate,account_username,account_followers,account_following,account_posts,account_likes,account_verified,post_description,hashtags,mentions,content_length,sound_title,sound_url,sound_author,has_sound,slide_count,slide_1,slide_2,slide_3,slide_4,slide_5,slide_6,slide_7,slide_8,slide_9,slide_10,slide_11,slide_12,scraped_at,scraping_method,scraping_success,data_quality
https://www.tiktok.com/t/ZTMmT78be/,Mara,19,Leah,New,313,0,0,0,0,0,0.0,Unknown,0,0,0,0,False,,,,0,,,,False,0,,,,,,,,,,,,,2025-10-22T04:13:49.293587,mobile_tiktok_scraper,True,Partial
https://www.tiktok.com/t/ZTMmTvGqd/,Sofia,89,Pilar,REPOST,1693,0,0,0,0,0,0.0,Unknown,0,0,0,0,False,,,,0,,,,False,0,,,,,,,,,,,,,2025-10-22T04:13:56.713426,mobile_tiktok_scraper,True,Partial
https://www.tiktok.com/t/ZP8AWUGAJ/,Tyra,4,Kyle,REPOST,125,0,0,0,0,0,0.0,Unknown,0,0,0,0,False,,,,0,,,,False,0,,,,,,,,,,,,,2025-10-22T04:14:09.552762,mobile_tiktok_scraper,True,Partial
