post_url,scraped_at,views,likes,comments,shares,bookmarks,engagement,engagement_rate,account_username,account_followers
https://www.tiktok.com/t/ZTMuUscW9/,2025-10-22T04:47:21.881768,0,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZTMuUEG3c/,2025-10-22T04:51:31.203098,0,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZTMuyRh5a/,2025-10-22T04:55:40.475480,0,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZP8A7kX4w/,2025-10-22T04:59:52.913060,0,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZP8A7L74E/,2025-10-22T05:04:02.317164,0,0,0,0,0,0,0.0,Unknown,0
