post_url,scraped_at,views,likes,comments,shares,bookmarks,engagement,engagement_rate,account_username,account_followers
https://www.tiktok.com/t/ZTMuUscW9/,2025-10-22T05:12:47.038391,0,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZTMuUEG3c/,2025-10-22T05:12:54.170149,0,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZTMuyRh5a/,2025-10-22T05:13:01.282658,0,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZP8A7kX4w/,2025-10-22T05:13:08.269107,0,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZP8A7L74E/,2025-10-22T05:13:15.379491,0,0,0,0,0,0,0.0,Unknown,0
