post_url,creator,set_id,va,type,scraped_at,views,likes,comments,shares,bookmarks,engagement,engagement_rate,scraping_success,account_username,account_followers,account_following,account_posts,account_likes,account_verified,slide_count,slide_urls,slides_downloaded,post_description,hashtags,mentions,content_length,sound_title,sound_url,sound_author,has_sound
https://www.tiktok.com/t/ZTMmT78be/,Mara,19,Leah,New,2025-10-22T00:58:50.776794,0,0,0,0,0,0,0.0,True,Unknown,0,0,0,0,False,0,,False,,,,0,,,,False
https://www.tiktok.com/t/ZTMmTvGqd/,Sofia,89,Pilar,REPOST,2025-10-22T00:58:59.591138,0,0,0,0,0,0,0.0,True,Unknown,0,0,0,0,False,0,,False,,,,0,,,,False
https://www.tiktok.com/t/ZP8AWUGAJ/,Tyra,4,Kyle,REPOST,2025-10-22T00:59:08.775041,0,0,0,0,0,0,0.0,True,Unknown,0,0,0,0,False,0,,False,,,,0,,,,False
