post_url,creator,set_id,va,type,scraped_at,views,likes,comments,shares,bookmarks,engagement,engagement_rate,account_username,account_followers,error
https://www.tiktok.com/t/ZTMmT78be/,Mara,19,Leah,New,2025-10-22T04:16:03.460998,0,0,0,0,0,0.0,0.0,Unknown,0,
https://www.tiktok.com/t/ZTMmTvGqd/,Sofia,89,Pilar,REPOST,2025-10-22T04:16:12.572416,0,0,0,0,0,0.0,0.0,Unknown,0,
https://www.tiktok.com/t/ZP8AWUGAJ/,Tyra,4,Kyle,REPOST,2025-10-22T04:16:45.025654,0,0,0,0,0,0.0,0.0,Unknown,0,"Page.goto: Timeout 30000ms exceeded.
Call log:
  - navigating to ""https://www.tiktok.com/t/ZP8AWUGAJ/"", waiting until ""networkidle""
"
