post_url,creator,set_id,va,type,views,likes,comments,shares,bookmarks,engagement,engagement_rate,comment_count,account_username,account_followers,account_following,account_posts,account_likes,account_verified,views_per_follower,engagement_per_follower,performance_score,va_performance,va_comment_activity,va_engagement_quality,scraped_at,scraping_method,scraping_success,data_quality,post_created_date,post_created_time,hashtags,sound_url,slides,source,recommendations,priority,status
https://www.tiktok.com/t/ZTMure1j4/,Sofia,86,Almira,New,67,1,0,0,0,1,1.49,581,sofiatightlegs,2151,0,355,0,False,3.11,0.05,Low,Needs Improvement,Unknown,Low,2025-10-22T00:00:00,real_tiktok_scraper,True,High,2025-10-21,Unknown,,,,real_scraping,"Increase engagement, improve content quality",High,Active
