post_url,creator,set_id,va,type,scraped_at,views,likes,comments,shares,bookmarks,engagement,engagement_rate,account_username,account_followers
https://www.tiktok.com/t/ZTMmT78be/,Mara,19,Leah,New,2025-10-22T04:13:49.293587,313,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZTMmTvGqd/,Sofia,89,Pilar,REPOST,2025-10-22T04:13:56.713426,1693,0,0,0,0,0,0.0,Unknown,0
https://www.tiktok.com/t/ZP8AWUGAJ/,Tyra,4,Kyle,REPOST,2025-10-22T04:14:09.552762,125,0,0,0,0,0,0.0,Unknown,0
